"docid","X1","X2","X3","X4","X5","X6","X7","X8","X9","X10","X11","X12","X13","X14","X15","X16","X17","X18","X19","X20","X21"
"101th-congress_house-bill_2190",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"101th-congress_house-bill_2209",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"101th-congress_house-bill_2273",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"101th-congress_house-bill_2281",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"101th-congress_house-bill_2364",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"101th-congress_house-bill_2461",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"101th-congress_house-bill_2566",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"101th-congress_house-bill_2567",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"101th-congress_house-bill_2570",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"101th-congress_house-bill_2692",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"101th-congress_house-bill_2696",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"101th-congress_house-bill_2710",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"101th-congress_house-bill_2712",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"101th-congress_house-bill_2742",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"101th-congress_house-bill_2788",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"101th-congress_house-bill_2916",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"101th-congress_house-bill_2939",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"101th-congress_house-bill_2978",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"101th-congress_house-bill_2990",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"101th-congress_house-bill_2991",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"101th-congress_house-bill_3012",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"101th-congress_house-bill_3014",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"101th-congress_house-bill_3015",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"101th-congress_house-bill_3026",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"101th-congress_house-bill_3030",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"101th-congress_house-bill_3033",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"101th-congress_house-bill_3072",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"101th-congress_house-bill_3182",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"101th-congress_house-bill_3299",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"101th-congress_house-bill_3385",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"101th-congress_house-bill_3386",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"101th-congress_house-bill_3402",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"101th-congress_house-bill_3533",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"101th-congress_house-bill_3566",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"101th-congress_house-bill_3581",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"101th-congress_house-bill_3628",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"101th-congress_house-bill_3660",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"101th-congress_house-bill_3743",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"101th-congress_house-bill_3792",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"101th-congress_house-bill_3834",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"101th-congress_house-bill_3847",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"101th-congress_house-bill_3848",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"101th-congress_house-bill_3859",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"101th-congress_house-bill_3950",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"101th-congress_house-bill_3954",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"101th-congress_house-bill_3960",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"101th-congress_house-bill_3961",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"101th-congress_house-bill_4000",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"101th-congress_house-bill_4019",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"101th-congress_house-bill_4151",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"101th-congress_house-bill_4167",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"101th-congress_house-bill_4279",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"101th-congress_house-bill_4300",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"101th-congress_house-bill_4323",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"101th-congress_house-bill_4328",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"101th-congress_house-bill_4329",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"101th-congress_house-bill_4330",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"101th-congress_house-bill_4333",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"101th-congress_house-bill_4380",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"101th-congress_house-bill_4404",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"101th-congress_house-bill_4450",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"101th-congress_house-bill_4522",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"101th-congress_house-bill_4559",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"101th-congress_house-bill_4636",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"101th-congress_house-bill_4653",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"101th-congress_house-bill_4739",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"101th-congress_house-bill_4785",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"101th-congress_house-bill_4793",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"101th-congress_house-bill_4825",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"101th-congress_house-bill_4834",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"101th-congress_house-bill_4939",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"101th-congress_house-bill_4982",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"101th-congress_house-bill_5019",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"101th-congress_house-bill_5021",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"101th-congress_house-bill_5064",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"101th-congress_house-bill_5091",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"101th-congress_house-bill_5112",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"101th-congress_house-bill_5114",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"101th-congress_house-bill_5115",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"101th-congress_house-bill_5158",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"101th-congress_house-bill_5170",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"101th-congress_house-bill_5229",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"101th-congress_house-bill_5241",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"101th-congress_house-bill_5254",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"101th-congress_house-bill_5255",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"101th-congress_house-bill_5257",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"101th-congress_house-bill_5258",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"101th-congress_house-bill_5268",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"101th-congress_house-bill_5269",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"101th-congress_house-bill_5311",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"101th-congress_house-bill_5313",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"101th-congress_house-bill_5314",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"101th-congress_house-bill_5316",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"101th-congress_house-bill_5350",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"101th-congress_house-bill_5355",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"101th-congress_house-bill_5399",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"101th-congress_house-bill_5400",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"101th-congress_house-bill_5401",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"101th-congress_house-bill_5422",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"101th-congress_house-bill_5431",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"101th-congress_house-bill_5482",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"101th-congress_house-bill_5611",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"101th-congress_house-bill_5769",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"101th-congress_house-bill_5803",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"101th-congress_house-bill_5835",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"101th-congress_senate-bill_4",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"101th-congress_senate-bill_5",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"101th-congress_senate-bill_20",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"101th-congress_senate-bill_83",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"101th-congress_senate-bill_110",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"101th-congress_senate-bill_135",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"101th-congress_senate-bill_137",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"101th-congress_senate-bill_169",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"101th-congress_senate-bill_195",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"101th-congress_senate-bill_248",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"101th-congress_senate-bill_280",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"101th-congress_senate-bill_286",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"101th-congress_senate-bill_341",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"101th-congress_senate-bill_358",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"101th-congress_senate-bill_419",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"101th-congress_senate-bill_431",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"101th-congress_senate-bill_535",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"101th-congress_senate-bill_566",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"101th-congress_senate-bill_593",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"101th-congress_senate-bill_605",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"101th-congress_senate-bill_607",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"101th-congress_senate-bill_666",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"101th-congress_senate-bill_686",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"101th-congress_senate-bill_695",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"101th-congress_senate-bill_760",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"101th-congress_senate-bill_774",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"101th-congress_senate-bill_874",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"101th-congress_senate-bill_933",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"101th-congress_senate-bill_1091",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"101th-congress_senate-bill_1153",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"101th-congress_senate-bill_1160",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"101th-congress_senate-bill_1224",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"101th-congress_senate-bill_1310",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"101th-congress_senate-bill_1324",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"101th-congress_senate-bill_1352",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"101th-congress_senate-bill_1413",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"101th-congress_senate-bill_1430",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"101th-congress_senate-bill_1485",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"101th-congress_senate-bill_1511",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"101th-congress_senate-bill_1582",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"101th-congress_senate-bill_1630",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"101th-congress_senate-bill_1711",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"101th-congress_senate-bill_1726",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"101th-congress_senate-bill_1798",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"101th-congress_senate-bill_1816",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"101th-congress_senate-bill_1875",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"101th-congress_senate-bill_1970",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"101th-congress_senate-bill_2075",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"101th-congress_senate-bill_2088",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"101th-congress_senate-bill_2104",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"101th-congress_senate-bill_2240",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"101th-congress_senate-bill_2737",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"101th-congress_senate-bill_2830",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"101th-congress_senate-bill_2884",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"101th-congress_senate-bill_2924",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"101th-congress_senate-bill_3033",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"101th-congress_senate-bill_3167",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"101th-congress_senate-bill_3189",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"101th-congress_senate-bill_3209",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"101th-congress_senate-bill_3266",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"102th-congress_house-bill_1",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"102th-congress_house-bill_2",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"102th-congress_house-bill_3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"102th-congress_house-bill_4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"102th-congress_house-bill_5",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"102th-congress_house-bill_6",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"102th-congress_house-bill_7",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"102th-congress_house-bill_11",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"102th-congress_house-bill_14",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"102th-congress_house-bill_26",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"102th-congress_house-bill_154",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"102th-congress_house-bill_180",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"102th-congress_house-bill_232",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"102th-congress_house-bill_355",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"102th-congress_house-bill_429",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"102th-congress_house-bill_450",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"102th-congress_house-bill_479",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"102th-congress_house-bill_500",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"102th-congress_house-bill_543",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"102th-congress_house-bill_555",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"102th-congress_house-bill_556",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"102th-congress_house-bill_586",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"102th-congress_house-bill_598",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"102th-congress_house-bill_707",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"102th-congress_house-bill_776",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"102th-congress_house-bill_918",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"102th-congress_house-bill_991",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"102th-congress_house-bill_1047",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"102th-congress_house-bill_1096",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"102th-congress_house-bill_1107",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"102th-congress_house-bill_1175",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"102th-congress_house-bill_1236",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"102th-congress_house-bill_1281",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"102th-congress_house-bill_1282",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"102th-congress_house-bill_1315",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"102th-congress_house-bill_1415",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"102th-congress_house-bill_1426",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"102th-congress_house-bill_1455",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"102th-congress_house-bill_1470",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"102th-congress_house-bill_1642",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"102th-congress_house-bill_1724",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"102th-congress_house-bill_1776",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"102th-congress_house-bill_1988",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"102th-congress_house-bill_1989",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"102th-congress_house-bill_2032",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"102th-congress_house-bill_2038",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"102th-congress_house-bill_2039",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"102th-congress_house-bill_2042",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
